"2025-02-16","1","323.45","323.45","323.45","323.45"
"2025-02-15","1","64.66","64.66","64.66","64.66"
"2025-02-12","1","198.81","198.81","198.81","198.81"
"2025-02-10","1","500.8","500.8","500.8","500.8"
"2025-02-07","1","73.83","73.83","73.83","73.83"
"2025-02-02","1","210.7","210.7","210.7","210.7"
"2025-01-29","1","131.7","131.7","131.7","131.7"
"2025-01-26","1","150.17","150.17","150.17","150.17"
"2025-01-20","1","383.82","383.82","383.82","383.82"
"2025-01-16","1","527.46","527.46","527.46","527.46"
"2024-12-28","1","48.38","48.38","48.38","48.38"
"2024-12-16","1","426.22","426.22","426.22","426.22"
"2024-12-14","1","174.49","174.49","174.49","174.49"
"2024-11-30","1","699.93","699.93","699.93","699.93"
"2024-11-27","1","109.29","109.29","109.29","109.29"
"2024-11-20","1","115.77","115.77","115.77","115.77"
"2024-11-11","1","627.34","627.34","627.34","627.34"
"2024-11-06","1","274.75","274.75","274.75","274.75"
"2024-10-30","1","230.95","230.95","230.95","230.95"
"2024-10-25","1","583.02","583.02","583.02","583.02"
"2024-10-15","1","472.01","472.01","472.01","472.01"
"2024-10-14","1","76.74","76.74","76.74","76.74"
"2024-10-08","1","209.48","209.48","209.48","209.48"
"2024-10-07","1","653.13","653.13","653.13","653.13"
"2024-10-06","1","144.25","144.25","144.25","144.25"
"2024-09-25","1","92.91","92.91","92.91","92.91"
"2024-09-24","1","428.88","428.88","428.88","428.88"
"2024-09-23","1","233.67","233.67","233.67","233.67"
"2024-09-20","1","316.4","316.4","316.4","316.4"
"2024-09-19","1","125.23","125.23","125.23","125.23"
"2024-09-14","1","417.89","417.89","417.89","417.89"
"2024-09-07","1","644.96","644.96","644.96","644.96"
"2024-09-03","1","481.48","481.48","481.48","481.48"
"2024-08-26","1","438.37","438.37","438.37","438.37"
"2024-08-03","1","133.39","133.39","133.39","133.39"
"2024-07-24","1","543.16","543.16","543.16","543.16"
"2024-07-23","1","266.95","266.95","266.95","266.95"
"2024-07-22","1","21.54","21.54","21.54","21.54"
"2024-07-16","1","532.89","532.89","532.89","532.89"
"2024-07-01","1","670.48","670.48","670.48","670.48"
"2024-06-09","1","90.27","90.27","90.27","90.27"
"2024-05-31","1","596.24","596.24","596.24","596.24"
"2024-05-29","1","79.08","79.08","79.08","79.08"
"2024-05-24","1","113.87","113.87","113.87","113.87"
"2024-05-21","1","554.83","554.83","554.83","554.83"
"2024-05-09","1","247.11","247.11","247.11","247.11"
"2024-04-27","1","44.35","44.35","44.35","44.35"
"2024-04-25","1","658.77","658.77","658.77","658.77"
"2024-04-16","1","229.1","229.1","229.1","229.1"
"2024-04-15","1","533.02","533.02","533.02","533.02"
"2024-04-10","1","601.72","601.72","601.72","601.72"
"2024-03-13","1","359.73","359.73","359.73","359.73"
"2024-03-10","1","627.43","627.43","627.43","627.43"
"2024-03-06","1","59.55","59.55","59.55","59.55"
"2024-02-16","1","502.99","502.99","502.99","502.99"
"2024-01-29","1","648.65","648.65","648.65","648.65"
"2024-01-21","1","681.06","681.06","681.06","681.06"
"2024-01-17","1","190.08","190.08","190.08","190.08"
"2024-01-09","1","358.75","358.75","358.75","358.75"
"2023-12-29","1","18.2","18.2","18.2","18.2"
"2023-12-27","1","217.56","217.56","217.56","217.56"
"2023-12-11","1","379.07","379.07","379.07","379.07"
"2023-12-02","1","563.06","563.06","563.06","563.06"
"2023-11-27","1","444.75","444.75","444.75","444.75"
"2023-11-25","1","126.89","126.89","126.89","126.89"
"2023-11-23","1","442.39","442.39","442.39","442.39"
"2023-11-13","1","614.15","614.15","614.15","614.15"
"2023-11-12","1","506.11","506.11","506.11","506.11"
"2023-11-05","1","28.55","28.55","28.55","28.55"
"2023-10-29","1","228.91","228.91","228.91","228.91"
"2023-10-27","1","263.93","263.93","263.93","263.93"
"2023-10-25","1","606.52","606.52","606.52","606.52"
"2023-10-24","1","55.41","55.41","55.41","55.41"
"2023-10-18","1","509.58","509.58","509.58","509.58"
"2023-10-05","1","371.07","371.07","371.07","371.07"
"2023-09-27","1","204.08","204.08","204.08","204.08"
"2023-09-05","1","413.71","413.71","413.71","413.71"
"2023-09-04","1","160","160","160","160"
"2023-08-30","1","201.49","201.49","201.49","201.49"
"2023-08-27","1","221.51","221.51","221.51","221.51"
"2023-08-22","1","540.41","540.41","540.41","540.41"
"2023-08-21","1","209.2","209.2","209.2","209.2"
"2023-08-20","1","69.7","69.7","69.7","69.7"
"2023-08-17","1","38.11","38.11","38.11","38.11"
"2023-08-11","1","439.53","439.53","439.53","439.53"
"2023-08-03","1","133.39","133.39","133.39","133.39"
"2023-07-02","1","670.54","670.54","670.54","670.54"
"2023-07-01","1","557.41","557.41","557.41","557.41"
"2023-05-26","1","662.78","662.78","662.78","662.78"
"2023-05-18","1","120.98","120.98","120.98","120.98"
"2023-05-08","1","686.61","686.61","686.61","686.61"
"2023-05-03","1","466.42","466.42","466.42","466.42"
"2023-05-02","1","678.16","678.16","678.16","678.16"
"2023-04-28","1","246.85","246.85","246.85","246.85"
"2023-04-24","1","276.32","276.32","276.32","276.32"
"2023-04-21","1","51.73","51.73","51.73","51.73"
"2023-04-20","1","634.4","634.4","634.4","634.4"
"2023-04-16","1","328.56","328.56","328.56","328.56"
"2023-04-06","1","569.96","569.96","569.96","569.96"
"2023-03-26","1","72.39","72.39","72.39","72.39"
"2023-03-23","1","246.11","246.11","246.11","246.11"
"2023-03-20","1","634.94","634.94","634.94","634.94"
"2023-03-15","1","492.75","492.75","492.75","492.75"
"2023-03-12","1","512.75","512.75","512.75","512.75"
"2023-03-10","1","343.99","343.99","343.99","343.99"
"2023-03-09","1","301.88","301.88","301.88","301.88"
"2023-03-08","1","70.34","70.34","70.34","70.34"
"2023-02-27","1","438.76","438.76","438.76","438.76"
"2023-02-16","1","208.17","208.17","208.17","208.17"
"2023-02-15","1","425.03","425.03","425.03","425.03"
"2023-02-14","1","64.69","64.69","64.69","64.69"
"2023-02-11","1","221.33","221.33","221.33","221.33"
"2023-01-20","1","464.74","464.74","464.74","464.74"
"2023-01-08","1","518.55","518.55","518.55","518.55"
"2023-01-04","1","388.22","388.22","388.22","388.22"
